mineralization,SO4,Cl,HCO3,Na,Ca,Mg,K,Ba,Fe,CO2,pH,Eh,t
696.2,15.13,158.3,123.9,117.8,36.53,16.03,3.1,0.377,4.476,126.9,7.08,360.2,8.9
1152.5,29.78,162.9,164.5,291.1,51.63,31.67,3.65,1.139,0.377,207.4,6.22,298.7,13.0
4704.4,0.05,942.5,367.0,1091.4,233.93,0.1,0.05,1.207,1.092,702.8,7.78,,13.2
4776.6,9.7,627.7,833.5,1126.5,95.68,21.38,5.46,3.743,3.578,584.5,7.19,,12.2
3847.9,128.16,427.2,714.3,1140.3,278.84,98.03,7.66,1.984,0.039,400.5,8.07,7.3,14.7
1668.7,40.55,248.1,410.6,440.5,133.21,21.33,4.76,0.455,0.238,,8.18,315.1,11.5
2896.8,51.54,646.3,217.4,687.5,138.64,27.89,19.64,0.815,9.327,329.1,7.45,287.5,13.2
2974.5,84.69,677.2,385.8,359.0,213.59,14.77,10.34,2.625,0.658,286.8,7.68,162.5,13.0
1487.7,66.26,306.0,54.6,241.6,42.57,15.71,1.96,1.689,7.422,53.7,7.15,123.8,10.4
7346.9,122.58,1588.8,1044.2,1562.2,176.75,27.78,25.28,1.405,0.403,857.2,6.65,263.1,14.3
5046.3,106.18,1038.6,494.9,1138.5,205.98,160.11,11.59,1.134,0.896,826.9,7.44,321.7,12.3
2610.8,59.76,386.2,514.2,397.3,127.14,38.69,9.53,2.576,2.796,444.8,8.22,302.0,13.9
3029.4,169.29,610.7,269.7,1104.8,97.31,44.04,12.61,0.972,2.145,,6.75,148.0,9.4
3378.0,0.05,743.2,177.1,1050.5,171.45,66.56,18.3,0.781,1.74,285.3,6.44,,12.2
875.6,26.49,190.6,88.6,224.3,40.39,19.88,2.58,2.942,1.51,,6.67,,11.1
2570.1,46.98,615.4,105.3,576.5,51.49,58.0,16.13,0.018,3.709,306.8,6.81,257.3,10.3
1979.9,56.43,426.5,297.1,410.4,99.74,46.7,9.54,0.439,0.536,208.6,5.72,,14.8
1634.4,16.57,322.9,61.1,266.2,93.6,16.27,2.59,0.657,1.168,100.9,7.0,217.7,12.4
2518.3,48.52,588.0,305.1,565.7,109.37,31.77,18.69,3.1,0.338,514.1,6.98,324.0,9.0
8765.8,268.86,1566.2,323.3,2064.0,552.71,185.42,32.03,1.612,1.812,1310.8,7.27,246.0,11.0
4378.7,292.03,595.1,469.3,637.1,68.53,47.21,5.82,0.403,0.577,673.7,6.59,177.7,13.9
2116.0,67.97,363.6,393.0,508.0,104.44,31.65,13.34,0.366,0.812,180.9,7.34,342.8,10.3
4203.0,30.59,600.0,565.0,885.5,69.75,76.45,30.07,3.168,1.274,517.8,8.13,150.7,10.1
